State,County,factor_1,contribution_1,factor_2,contribution_2,factor_3,contribution_3,predicted_life_expectancy,actual_life_expectancy
Kentucky,Madison,Current asthma among adults aged >=18 years,-0.727107125,Sleeping less than 7 hours among adults aged >=18 years,-0.60303798,Obesity among adults aged >=18 years,-0.280031143,73.50115167024485,73.8
Kentucky,Magoffin,% Food Insecure,-2.918407249,% Unemployed,2.169240767720786,Current asthma among adults aged >=18 years,-1.657859362,68.41433102726876,68.1
Kentucky,Marshall,Sleeping less than 7 hours among adults aged >=18 years,-0.427780757,Current asthma among adults aged >=18 years,-0.339293692,Cervical cancer screening among adult women aged 21-65 years,0.270950546,75.14294905246743,74.8
Kentucky,Meade,Sleeping less than 7 hours among adults aged >=18 years,-0.44968791,Cervical cancer screening among adult women aged 21-65 years,0.3900877064912013,% Unemployed,0.35643056725861877,74.48041475600432,75.1
Kentucky,Monroe,Current asthma among adults aged >=18 years,-1.192483243,% Food Insecure,-1.152138976,Sleeping less than 7 hours among adults aged >=18 years,-0.745434473,71.33427406895736,72.2
Kentucky,Montgomery,Current asthma among adults aged >=18 years,-1.114920557,Sleeping less than 7 hours among adults aged >=18 years,-0.734480897,% Food Insecure,-0.647490898,71.90398838250002,71.9
Kentucky,Muhlenberg,Current asthma among adults aged >=18 years,-1.03735787,% Unemployed,0.8793565866227053,% Food Insecure,-0.647490898,72.99449249393444,72.9
Kentucky,Nelson,% Food Insecure,0.6141292976744643,Current asthma among adults aged >=18 years,-0.571981752,Cervical cancer screening among adult women aged 21-65 years,0.4615700026722407,74.87663654323724,74.2
Kentucky,Ohio,Current asthma among adults aged >=18 years,-0.882232497,% Unemployed,0.7050479135013431,Sleeping less than 7 hours among adults aged >=18 years,-0.690666591,72.92641923642508,72.8
Kentucky,Oldham,% Food Insecure,1.623425454,Household Income (Pacific Islander),1.6025504231434293,Cervical cancer screening among adult women aged 21-65 years,1.033428372120562,79.86360003250823,79.7
Kentucky,Owen,Current asthma among adults aged >=18 years,-0.882232497,Sleeping less than 7 hours among adults aged >=18 years,-0.767341626,Obesity among adults aged >=18 years,-0.227971069,73.26480217110668,72.6
Kentucky,Pike,% Food Insecure,-1.656787054,Current asthma among adults aged >=18 years,-1.425171303,Sleeping less than 7 hours among adults aged >=18 years,-1.18357753,69.36347154165664,69.3
Kentucky,Pulaski,% Food Insecure,-1.152138976,Current asthma among adults aged >=18 years,-1.03735787,Sleeping less than 7 hours among adults aged >=18 years,-0.592084403,72.10782350766908,72.1
Kentucky,Robertson,Current asthma among adults aged >=18 years,-1.114920557,% Food Insecure,-0.899814937,% Unemployed,0.5656009750042535,72.61967029430393,71.7
Kentucky,Rowan,Current asthma among adults aged >=18 years,-1.192483243,% Food Insecure,-1.152138976,Sleeping less than 7 hours among adults aged >=18 years,-0.635898709,71.73753965211621,71.8
Kentucky,Russell,Current asthma among adults aged >=18 years,-1.27004593,% Food Insecure,-1.152138976,Sleeping less than 7 hours among adults aged >=18 years,-0.679713014,71.54000441579603,72.1
Kentucky,Scott,% Food Insecure,0.6141292976744643,Cervical cancer screening among adult women aged 21-65 years,0.5568797309136286,Household Income (Pacific Islander),0.4739726925954803,76.29943742095003,75.7
Kentucky,Shelby,% Food Insecure,0.8664533367386357,Sleeping less than 7 hours among adults aged >=18 years,-0.60303798,Current asthma among adults aged >=18 years,-0.494419065,75.69230534,76.2
Kentucky,Simpson,Current asthma among adults aged >=18 years,-0.727107125,Sleeping less than 7 hours among adults aged >=18 years,-0.679713014,Obesity among adults aged >=18 years,-0.392827969,73.51054245174639,73
Kentucky,Spencer,Household Income (Pacific Islander),0.931943739,% Food Insecure,0.8664533367386357,Cervical cancer screening among adult women aged 21-65 years,0.4377425706118953,76.69777773103218,76.2
Kentucky,Taylor,Current asthma among adults aged >=18 years,-0.882232497,Sleeping less than 7 hours among adults aged >=18 years,-0.734480897,Obesity among adults aged >=18 years,-0.436211364,72.33072783685647,71.7
Kentucky,Trigg,% Food Insecure,-0.647490898,Sleeping less than 7 hours among adults aged >=18 years,-0.624945132,Current asthma among adults aged >=18 years,-0.494419065,73.44326202445022,72.5
Kentucky,Trimble,Current asthma among adults aged >=18 years,-0.804669811,Sleeping less than 7 hours among adults aged >=18 years,-0.60303798,E_UNEMP,-0.401534896,72.54268666002574,72.2
Kentucky,Warren,Current asthma among adults aged >=18 years,-0.494419065,E_TOTCR,-0.345964242,Sleeping less than 7 hours among adults aged >=18 years,-0.318244992,74.74520064798068,75.3
Kentucky,Washington,Current asthma among adults aged >=18 years,-0.649544438,Sleeping less than 7 hours among adults aged >=18 years,-0.526362945,E_PARK,-0.317291395,73.33523222053084,74.2
Kentucky,Wolfe,% Food Insecure,-3.170731288,Current asthma among adults aged >=18 years,-2.278360853,E_UNEMP,-1.920902324,65.76360876042854,65.5
Kentucky,Woodford,% Food Insecure,0.6141292976744643,Cervical cancer screening among adult women aged 21-65 years,0.580707163,Sleeping less than 7 hours among adults aged >=18 years,-0.427780757,76.38931533679474,76.7
Maine,Androscoggin,Current asthma among adults aged >=18 years,-1.27004593,Cervical cancer screening among adult women aged 21-65 years,0.7236717553360559,Sleeping less than 7 hours among adults aged >=18 years,-0.394920027,74.47374881,75
Maine,Cumberland,Cervical cancer screening among adult women aged 21-65 years,1.3908398530257617,Obesity among adults aged >=18 years,0.8999971955878553,Household Income (Pacific Islander),0.8892249433572816,80.35341329,79.5
Maine,Franklin,Current asthma among adults aged >=18 years,-0.959795184,Cervical cancer screening among adult women aged 21-65 years,0.8904637797584799,E_TOTCR,0.49464754925813176,76.42008879946032,76.2
Maine,Hancock,Current asthma among adults aged >=18 years,-1.03735787,Cervical cancer screening among adult women aged 21-65 years,0.7951540515170953,Sleeping less than 7 hours among adults aged >=18 years,0.7004376151891281,77.70917608725865,78.1
Maine,Kennebec,Current asthma among adults aged >=18 years,-1.03735787,Cervical cancer screening among adult women aged 21-65 years,0.7474991873964012,% Unemployed,-0.340804125,75.71234273077322,76.1
Maine,Knox,Cervical cancer screening among adult women aged 21-65 years,0.8189814835774405,% Food Insecure,0.6141292976744643,Sleeping less than 7 hours among adults aged >=18 years,0.5251803923727725,78.49373624971153,78.9
Maine,Oxford,Current asthma among adults aged >=18 years,-1.03735787,Cervical cancer screening among adult women aged 21-65 years,0.676016891,Obesity among adults aged >=18 years,0.4141031739835508,75.23650727603022,76.1
Maine,Penobscot,Current asthma among adults aged >=18 years,-1.657859362,Cervical cancer screening among adult women aged 21-65 years,0.676016891,E_TOTCR,0.26690663912638996,74.96352951694296,75.2
Maine,Somerset,Current asthma among adults aged >=18 years,-1.580296675,% Food Insecure,-0.395166859,Cervical cancer screening among adult women aged 21-65 years,0.3900877064912013,73.76104839508285,74.4
Maine,Waldo,Current asthma among adults aged >=18 years,-0.959795184,Cervical cancer screening among adult women aged 21-65 years,0.7474991873964012,E_TOTCR,0.5163665629761774,76.53279100923652,76.5
Maine,York,Cervical cancer screening among adult women aged 21-65 years,1.2717026927240285,% Food Insecure,0.6141292976744643,Household Income (Pacific Islander),0.5752955195699487,78.47201063154908,78.6
Maryland,Allegany,% Food Insecure,-0.647490898,Sleeping less than 7 hours among adults aged >=18 years,-0.493502215,Current asthma among adults aged >=18 years,-0.416856379,73.09347905499357,73.5
Maryland,Anne Arundel,Household Income (Pacific Islander),1.4903954338125616,% Food Insecure,0.8664533367386357,Cervical cancer screening among adult women aged 21-65 years,0.8428089156377893,79.26356440726228,78.8
Maryland,Baltimore,Cervical cancer screening among adult women aged 21-65 years,0.8666363476981346,Household Income (Pacific Islander),0.6148488845281678,% Food Insecure,0.6141292976744643,77.14919517,76.9
Maryland,Caroline,% Unemployed,-0.515112798,Current asthma among adults aged >=18 years,-0.494419065,Obesity among adults aged >=18 years,-0.38415129,73.82862362623679,74.5
Maryland,Charles,% Food Insecure,1.623425454,Household Income (Pacific Islander),1.147280157027424,Cervical cancer screening among adult women aged 21-65 years,1.0572558041809073,77.11251663254738,76.7
Maryland,Dorchester,Current asthma among adults aged >=18 years,-0.727107125,% Unemployed,-0.445389329,Cervical cancer screening among adult women aged 21-65 years,0.4377425706118953,73.52050966027778,74.2
Maryland,Frederick,Household Income (Pacific Islander),1.407135890982008,Current asthma among adults aged >=18 years,1.211960037,% Food Insecure,0.8664533367386357,80.32483728002043,80
Maryland,Harford,Household Income (Pacific Islander),1.130204254974977,% Food Insecure,0.8664533367386357,Cervical cancer screening among adult women aged 21-65 years,0.580707163,78.47457564113203,77.9
Maryland,Howard,Household Income (Pacific Islander),2.1628897600515318,Current asthma among adults aged >=18 years,1.2895227231207005,% Asian,1.1498225331940337,82.27007763568336,82.5
Maryland,Kent,Cervical cancer screening among adult women aged 21-65 years,0.4377425706118953,% Unemployed,-0.410527594,Sleeping less than 7 hours among adults aged >=18 years,0.36087674598243924,76.5232095,76.8
Maryland,Queen Anne's,Household Income (Pacific Islander),1.3617743960739772,Cervical cancer screening among adult women aged 21-65 years,0.676016891,Current asthma among adults aged >=18 years,0.6690212315440555,79.63589746296253,79.6
Maryland,St. Mary's,Household Income (Pacific Islander),1.0660825003290537,% Food Insecure,0.6141292976744643,Current asthma among adults aged >=18 years,0.591458545,77.23989523721366,77
Maryland,Washington,Current asthma among adults aged >=18 years,-0.649544438,% Unemployed,-0.445389329,E_PARK,0.3898758383398016,74.28083275385852,74.5
Maryland,Wicomico,Cervical cancer screening among adult women aged 21-65 years,0.4615700026722407,% Unemployed,-0.37566586,E_PARK,0.3071741914248202,74.47730777003184,74.9
Massachusetts,Berkshire,% Food Insecure,0.8664533367386357,Obesity among adults aged >=18 years,0.752493653,Current asthma among adults aged >=18 years,-0.494419065,77.58942515874787,77.7
Massachusetts,Bristol,Current asthma among adults aged >=18 years,-1.03735787,% Food Insecure,0.8664533367386357,Obesity among adults aged >=18 years,0.48351660564130833,77.27112016489757,77.4
Massachusetts,Essex,% Food Insecure,1.118777375802807,Household Income (Pacific Islander),0.8906188945452365,Cervical cancer screening among adult women aged 21-65 years,0.6045345950343227,79.28319817585184,79.7
Massachusetts,Hampden,Current asthma among adults aged >=18 years,-1.03735787,E_PARK,0.4225953334823584,% Food Insecure,0.36180525861029295,75.67381599434518,76.3
Massachusetts,Hampshire,% Food Insecure,1.3711014148669785,Obesity among adults aged >=18 years,0.7872003691439987,Cervical cancer screening among adult women aged 21-65 years,0.6283620270946679,79.24861515392169,80.2
Massachusetts,Nantucket,% Food Insecure,1.623425454,Household Income (Pacific Islander),1.2497936506416039,Cervical cancer screening among adult women aged 21-65 years,1.009600940060213,82.21071662851374,82.8
Massachusetts,Worcester,% Food Insecure,1.118777375802807,Cervical cancer screening among adult women aged 21-65 years,0.9619460759395225,Household Income (Pacific Islander),0.8109894329333154,79.08171617757101,78.8
Michigan,Alcona,% Unemployed,1.2976974021139744,% Food Insecure,-0.899814937,Current asthma among adults aged >=18 years,-0.649544438,74.82823095541316,75.1
Michigan,Allegan,% Food Insecure,0.6141292976744643,Obesity among adults aged >=18 years,0.4314565318979902,Cervical cancer screening among adult women aged 21-65 years,0.41391513855154666,77.03818010562053,77.6
Michigan,Arenac,% Unemployed,1.1582504636168849,Current asthma among adults aged >=18 years,-0.959795184,% Food Insecure,-0.647490898,74.48712203346426,73.9
Michigan,Baraga,Current asthma among adults aged >=18 years,-1.03735787,% Unemployed,0.9142183212469779,% Food Insecure,-0.647490898,74.20505220103458,74.9
Michigan,Bay,Current asthma among adults aged >=18 years,-0.649544438,% Unemployed,0.4610157711314363,Cervical cancer screening among adult women aged 21-65 years,0.41391513855154666,74.55962816532073,75.1
Michigan,Benzie,Cervical cancer screening among adult women aged 21-65 years,0.6998443232757072,E_TOTCR,0.5711096298136862,% Unemployed,0.4958775057557086,77.13353718985479,77.1
Michigan,Calhoun,Current asthma among adults aged >=18 years,-0.649544438,Sleeping less than 7 hours among adults aged >=18 years,-0.29633784,% Unemployed,0.25184536338580155,73.88420106005859,73.6
Michigan,Cass,Current asthma among adults aged >=18 years,-0.571981752,Cervical cancer screening among adult women aged 21-65 years,0.4377425706118953,% Unemployed,0.28670709801007416,75.28128265892026,76.1
Michigan,Charlevoix,Cervical cancer screening among adult women aged 21-65 years,0.6521894591550133,E_TOTCR,0.5711096298136862,Household Income (Pacific Islander),0.3708493453365701,77.30872709752417,78
Michigan,Cheboygan,% Unemployed,1.6114530137324263,Current asthma among adults aged >=18 years,-0.727107125,% Food Insecure,-0.647490898,75.39254422817403,75.4
Michigan,Dickinson,E_TOTCR,0.5711096298136862,Cervical cancer screening among adult women aged 21-65 years,0.5330522988532799,E_PARK,0.29891264328260997,76.54303678819132,76.8
Michigan,Eaton,Cervical cancer screening among adult women aged 21-65 years,0.7236717553360559,% Food Insecure,0.36180525861029295,Household Income (Pacific Islander),0.21765991791028141,76.37395082841543,77.1
Michigan,Genesee,Current asthma among adults aged >=18 years,-1.27004593,Cervical cancer screening among adult women aged 21-65 years,0.5568797309136286,% Unemployed,0.4958775057557086,73.47435874975277,73.1
Michigan,Gladwin,Current asthma among adults aged >=18 years,-0.882232497,% Unemployed,0.8096331173741607,% Food Insecure,-0.647490898,73.43871656811585,74
Michigan,Grand Traverse,Cervical cancer screening among adult women aged 21-65 years,0.8666363476981346,Obesity among adults aged >=18 years,0.6310201479140439,Household Income (Pacific Islander),0.49917997657766383,78.26408331097912,78.7
Michigan,Ingham,Current asthma among adults aged >=18 years,-0.339293692,Obesity among adults aged >=18 years,0.3099830264969138,% Asian,0.30809222331434927,75.69407206623605,75.4
Michigan,Iosco,% Food Insecure,-0.899814937,% Unemployed,0.8444948519984329,Current asthma among adults aged >=18 years,-0.727107125,73.99594455586279,73.5
Michigan,Iron,Current asthma among adults aged >=18 years,-0.727107125,% Unemployed,0.7050479135013431,% Food Insecure,-0.647490898,74.71713696161558,74.6
Michigan,Jackson,Current asthma among adults aged >=18 years,-0.727107125,Cervical cancer screening among adult women aged 21-65 years,0.5092248667929345,Sleeping less than 7 hours among adults aged >=18 years,-0.274430687,74.57788592,75.1
Michigan,Kalkaska,Current asthma among adults aged >=18 years,-0.727107125,% Unemployed,0.7050479135013431,% Food Insecure,-0.647490898,74.39483986962045,74.7
Michigan,Kent,Cervical cancer screening among adult women aged 21-65 years,0.8904637797584799,% Food Insecure,0.6141292976744643,Household Income (Pacific Islander),0.408892597,77.68499147574887,78.5
